epoch,loss_D,loss_G,FID,IS_mean,IS_std,KID_mean,KID_std
5,0.7035671348373095,1.3124588479598363,291.3919982910156,1.6526097059249878,0.30443650484085083,0.29193708300590515,0.006786721292883158
10,0.6734361971418062,1.2959787026047707,316.18084716796875,1.82512366771698,0.3439239263534546,0.32111603021621704,0.006501922383904457
15,0.6798886408408483,1.3112873956561089,320.7414855957031,1.7425453662872314,0.3072863519191742,0.3138276934623718,0.006184784229844809
20,0.6664770320057869,1.4323794469237328,340.36737060546875,1.822378158569336,0.3708515167236328,0.3462770879268646,0.007071522530168295
25,0.6435976351300875,1.3461088264981906,345.09857177734375,1.62124502658844,0.29261133074760437,0.3591804504394531,0.0066887685097754
30,0.6428240388631821,1.6574866225322087,300.9293212890625,1.6888353824615479,0.28822270035743713,0.29340091347694397,0.007281293161213398
35,0.6191427359978358,2.1364279290040336,320.4380187988281,1.6408714056015015,0.26348331570625305,0.3290976583957672,0.006557840388268232
40,0.5658377806345621,2.2034696539243064,251.72972106933594,1.5370948314666748,0.22169946134090424,0.2408357560634613,0.005560243036597967
45,0.5171277013917764,2.5620973805586496,284.535888671875,1.710546851158142,0.36143648624420166,0.27459007501602173,0.005311084911227226
50,0.47542742763956386,3.034375215570132,276.9729919433594,1.6753851175308228,0.3197598159313202,0.2584288418292999,0.005240499507635832
55,0.41559628397226334,3.060782174269358,238.55462646484375,1.6091636419296265,0.2450639307498932,0.22919538617134094,0.005251881666481495
60,0.3475617791215579,3.526779363552729,228.13462829589844,1.6582214832305908,0.28215062618255615,0.19813022017478943,0.004237797576934099
65,0.24917639729877314,3.653021961450577,242.76950073242188,1.6237592697143555,0.289899617433548,0.22500884532928467,0.006041625048965216
70,0.22380632782975832,4.037540207306544,254.9368438720703,1.6752601861953735,0.3181181252002716,0.2511846423149109,0.00595727376639843
75,0.184040781420966,4.265992879867554,208.20416259765625,1.704736351966858,0.3143828511238098,0.1795259416103363,0.004978513345122337
80,0.14496281618873277,4.451564649740855,230.552734375,1.5534884929656982,0.2530985474586487,0.2237098217010498,0.006171162240207195
85,0.0948926480486989,4.514658997456233,222.82708740234375,1.6487114429473877,0.3762608766555786,0.20850443840026855,0.004504050128161907
90,0.11620183071742456,4.994812359412511,230.22105407714844,1.5852667093276978,0.23568618297576904,0.21662871539592743,0.005577718373388052
95,0.13968763904025158,5.2966428101062775,241.5666961669922,1.5770409107208252,0.2729194760322571,0.248550683259964,0.006038230378180742
