epoch,loss_D,loss_G,FID,IS_mean,IS_std,KID_mean,KID_std
5,0.6071234941482544,5.152154922485352,364.0904235839844,1.3781836032867432,0.16158784925937653,0.4062279760837555,0.022523527964949608
10,0.8362795114517212,2.0201094150543213,391.4312438964844,1.7541383504867554,0.3285142481327057,0.3737700283527374,0.028948649764060974
15,0.7501341700553894,1.7254732847213745,387.1455383300781,1.762446641921997,0.2882862687110901,0.37034404277801514,0.030239969491958618
20,0.586858332157135,3.4164230823516846,382.277099609375,1.6564024686813354,0.36018115282058716,0.379072904586792,0.034718528389930725
25,0.4096395671367645,2.9361202716827393,374.7958068847656,1.6720012426376343,0.2637154459953308,0.3640894293785095,0.03429972380399704
30,0.39039814472198486,4.743422031402588,364.61944580078125,1.5514720678329468,0.2380402535200119,0.35016167163848877,0.035192638635635376
35,0.1399909108877182,4.928915500640869,346.5710144042969,1.7175207138061523,0.3246345520019531,0.3291958272457123,0.03392479196190834
40,0.2653903365135193,2.9919135570526123,333.65728759765625,1.7517880201339722,0.36717918515205383,0.3177216351032257,0.0380009226500988
45,1.8563281297683716,9.38826847076416,324.6983642578125,1.7065401077270508,0.3149399161338806,0.3136640191078186,0.0390116386115551
50,0.2882692515850067,3.6294503211975098,313.56005859375,1.7324390411376953,0.3108673393726349,0.2980044484138489,0.03552732244133949
55,0.3957670331001282,2.6128904819488525,304.7389831542969,1.6574662923812866,0.3137401044368744,0.287615031003952,0.037218980491161346
60,0.11065807193517685,4.714038848876953,297.92230224609375,1.6532732248306274,0.3306029736995697,0.2889581322669983,0.038914330303668976
65,0.18815593421459198,6.24167013168335,291.1517028808594,1.7299362421035767,0.3067110478878021,0.2900329530239105,0.03830510005354881
70,0.30063897371292114,2.5537548065185547,282.990478515625,1.5611555576324463,0.2736048996448517,0.26436397433280945,0.03559895604848862
75,0.6558483242988586,9.900975227355957,275.7563171386719,1.7384182214736938,0.41845399141311646,0.2641860544681549,0.03171176463365555
80,0.2286287099123001,6.363687515258789,268.7798767089844,1.6908901929855347,0.31124719977378845,0.25557905435562134,0.03571271896362305
85,0.168709859251976,4.662686824798584,263.7759094238281,1.5318392515182495,0.23374295234680176,0.25361284613609314,0.03315092995762825
90,0.03349193185567856,4.734180927276611,260.4368591308594,1.5848268270492554,0.28282567858695984,0.25043779611587524,0.03624500706791878
95,0.08855383098125458,4.938702583312988,255.12664794921875,1.8106330633163452,0.4583943784236908,0.2442014515399933,0.0326848104596138
100,0.06170010566711426,4.914102554321289,249.7350311279297,1.619977593421936,0.27302542328834534,0.23889201879501343,0.03456969931721687
105,0.37934619188308716,1.281190276145935,245.1143341064453,1.6493972539901733,0.3067874610424042,0.239951029419899,0.0396306999027729
110,0.07482221722602844,5.342619895935059,241.71986389160156,1.6667121648788452,0.30885207653045654,0.23674413561820984,0.03491102531552315
115,0.022952785715460777,4.942165374755859,237.28115844726562,1.7844250202178955,0.3834679424762726,0.23492442071437836,0.035326968878507614
120,0.06851010769605637,5.859666347503662,233.73011779785156,1.5770004987716675,0.2323971390724182,0.2266167551279068,0.031358636915683746
125,0.6289072036743164,5.591246604919434,232.53704833984375,1.6407181024551392,0.2746182978153229,0.23372666537761688,0.02860860340297222
130,0.12001480162143707,5.4504289627075195,229.5601348876953,1.6790478229522705,0.32834282517433167,0.22822001576423645,0.02922198735177517
135,0.05648963153362274,4.904544353485107,227.5238800048828,1.622397780418396,0.29333391785621643,0.22240525484085083,0.03149466589093208
140,0.10946677625179291,7.122008800506592,224.41390991210938,1.5728068351745605,0.250719279050827,0.2230561375617981,0.03605702891945839
145,0.055104292929172516,5.058544635772705,221.6927490234375,1.8052644729614258,0.469198077917099,0.22175820171833038,0.03224629908800125
150,0.9161009788513184,4.7594523429870605,220.75146484375,1.641505479812622,0.26058679819107056,0.21806751191616058,0.031175298616290092
155,0.08187077939510345,5.208789825439453,219.9595489501953,1.737423300743103,0.3176819682121277,0.22420229017734528,0.034002069383859634
160,0.017061028629541397,5.706546306610107,217.39820861816406,1.6690319776535034,0.28826671838760376,0.21501700580120087,0.02645733393728733
165,0.032998792827129364,5.291905403137207,215.4500732421875,1.6360244750976562,0.286237895488739,0.2188904881477356,0.02950168401002884
170,0.1724025458097458,4.75852108001709,214.43936157226562,1.6237744092941284,0.3069989085197449,0.21778953075408936,0.030450720340013504
175,0.06308610737323761,5.646984577178955,212.70570373535156,1.6907905340194702,0.28024521470069885,0.2170846164226532,0.03059077076613903
180,0.030428677797317505,5.672513961791992,210.82846069335938,1.8271843194961548,0.35217219591140747,0.22073031961917877,0.032771311700344086
185,0.12746573984622955,2.4054908752441406,209.0442352294922,1.772241234779358,0.4386153221130371,0.22071951627731323,0.03419368714094162
190,0.17120547592639923,8.138586044311523,207.56497192382812,1.7063697576522827,0.3280177414417267,0.20790618658065796,0.03426327928900719
195,0.04118245840072632,5.613335609436035,206.77011108398438,1.7077747583389282,0.36623531579971313,0.2097606211900711,0.030754923820495605
200,0.1543295532464981,3.6907238960266113,205.02076721191406,1.6192028522491455,0.2806815207004547,0.20805710554122925,0.03234586864709854
